recomendacao_conteudo,qtde_ocorr,perc_ocorr
"Atuar junto ao Aeroclube do Paraná, a fim de reavaliar a adequabilidade do Sistema de Gerenciamento da Segurança Operacional (SGSO) adotado por aquele operador, sobretudo no que diz respeito aos mecanismos de superviSão gerencial estabelecidos, visando incrementar os n?veis de compet?ncia e Segurança operacional requeridos para o desempenho das atividades para as quais tal organiza??o ? certificada.",1,0.08
"Atuar junto ao Aeroclube do Paraná, a fim de alertar aquele operador sobre a importância da realização do voo de readaptação caso o piloto-aluno tenha ficado mais de 30 dias sem voar.",1,0.08
"Atuar junto ao Aeroclube do Paraná com o objetivo de que seja respeitado, em todos os voos, o Peso Máximo de Decolagem estabelecido para cada aeronave.",1,0.08
"Atuar junto ao Aeroclube do Estado de Minas Gerais, a fim de que aquele operador aperfeiçoe seus mecanismos administrativos e operacionais de recebimento e verificação dos serviços de manutenção executados em suas aeronaves por organizações ou mecânicos contratados para realizar essas atividades.",1,0.08
"Atuar junto ao Aeroclube de Tupi Paulista, SP, a fim de que sejam revisados os procedimentos de preparação dos voos de instrução, com especial atenção aos limites de peso e balanceamento das aeronaves.",1,0.08
"Atuar junto ao Aeroclube de São José dos Campos, visando verificar a adequação dos procedimentos de supervisão da manutenção em suas aeronaves, em especial no tocante à hélice.",1,0.08
"Atuar junto ao Centro de Instrução de Aviação Civil do Aeroclube de Ponta Grossa, a fim de certificar-se que aquele operador adequou seu processo de instrução de voo ao previsto na IS N°141-007 B - Programa de Instrução e Manual de Instruções e Procedimentos, sobretudo no que diz respeito à utilização de fichas de avaliação que apresentem todos os campos necessários ao adequado registro do voo.",1,0.08
"Atuar junto ao Aeroclube de Santa Maria, a fim de que seja implantado um Plano de Missões, adequando aquela instituição ao preconizado no Manual do Curso de Piloto Privado (MCA 58-3).",1,0.08
"Atuar junto ao Aeroclube de Rio Claro, a fim de que aquele operador implemente procedimentos claros de transferência dos comandos de voo entre os pilotos.",1,0.08
"Atuar junto a Frisonfly Escola de Aviação Civil Ltda., a fim de averiguar a conformidade das ações de manutenção realizadas por tal organização, sobretudo no que diz respeito às revisões do motor da aeronave modelo R22.",1,0.08
Atuar junto ao administrador do Aeródromo Comandante Antônio Amilton Beraldo (SBPG) no tocante à adequação das bases de concreto das luzes de iluminação e balizamento do aeródromo de acordo com a legislação em vigor.,1,0.08
"Atuar junto ao Aeroclube de Pará de Minas, a fim de que aquele operador aperfeiçoe os processos de capacitação e treinamento, no que diz respeito à aplicação dos procedimentos de emergência previstos nos Manuais das aeronaves utilizadas nos voos de instrução.",1,0.08
"Atuar junto ao Aeroclube de Itanhaém, para garantir que este passe a incrementar o processo de acompanhamento dos voos de instrução, por parte do instrutor chefe ou o encarregado de operações de voo, a fim de assegurar-se que seus instrutores sigam as orientações da legislação em vigor no tocante ao planejamento dos voos.",1,0.08
"Atuar junto ao Aeroclube de Guaratinguetá, a fim de verificar a implementação dos sistemas de manuais previstos no RBAC 141, bem como os treinamentos de CRM oferecidos a seus tripulantes, sobretudo no que diz respeito à padronização, aos requisitos estabelecidos e às corretas técnicas de instrução.",1,0.08
"Atuar junto ao Aeroclube de Eldorado do Sul, a fim de verificar os efetivos lançamentos dos registros de ocorrências e discrepâncias técnicas no Diário de Bordo das aeronaves, por parte de seus pilotos, conforme previsto na legislação em vigor.",1,0.08
"Atuar junto ao Aeroclube de Eldorado do Sul, a fim de que aquele operador aperfei?oe seus mecanismos administrativos e operacionais de recebimento e verifica??o dos serviços de manutenção executados em suas aeronaves, como forma de prevenir ocorrências aeronáuticas.",1,0.08
"Atuar junto ao Aeroclube de Catanduva de modo que o seu Manual de Procedimentos e Práticas de Segurança Operacional seja revisado, garantindo que os procedimentos relativos à transmissão de comandos de voo entre tripulantes sejam revistos e aprimorados, bem como que tais procedimentos sejam comentados e detalhados em briefing antes de cada voo.",1,0.08
"Atuar junto ao Aeroclube de Canela, a fim de verificar a conformidade dos procedimentos de inspeção de aeronaves realizados por mecânico autônomo.",1,0.08
"Atuar junto ao Aeroclube de Campinas, a fim de incentivar aquele operador a ter uma atuação mais efetiva na promoção de atividade de prevenção de ocorrências aeronáuticas, como, por exemplo, o estímulo ao preenchimento de Relatos de Prevenção (RELPREV).",1,0.08
"Atuar junto ao Aeroclube de Campinas, a fim de certificar-se de que os instrutores de voo atingiram as competências preconizadas no item 7.5 da IS 141-007A, de 15JUL2020, que estabeleceu os Programas de Instruções e Procedimentos e Manual de Instruções e Procedimentos, em especial o Gerenciamento de Erros e Ameaças (TEM) e o Gerenciamento de Recursos de Cabine (CRM) na instrução de voo.",1,0.08
"Atuar junto ao Aeroclube de Bragança Paulista a fim de melhorar a supervisão da instrução aérea, bem como a padronização dos instrutores de voo.",1,0.08
"Atuar junto ao Aeroclube de Blumenau, a fim de que aquele CIAC aprimore seus mecanismos de acompanhamento e supervisão da parte prática da instrução aérea, em especial na formação de Instrutores de Voo (INVA), no intuito de garantir que as operações transcorram dentro de padrões aceitáveis de qualidade e segurança.",1,0.08
"Atuar junto ao Aeroclube de Blumenau para garantir a aplicação, de acordo com os critérios do MCA 58-3/2004, do grau Perigoso ou Deficiente como consequência de desempenho aquém do previsto.",1,0.08
"Atuar junto ao Aeroclube de Bento Gonçalves, a fim de enfatizar àquele operador a importância de se observar o constante nos Artigos 88 e 88-N do Código Brasileiro de Aeronáutica como ferramenta de prevenção de ocorrências aeronáuticas.",1,0.08
"Atuar junto ao Aeroclube de Bauru, no intuito de que a sua Organização de Manutenção demonstre que os processos relacionados à capacitação e treinamento do pessoal, à supervisão gerencial e ao controle de qualidade dos serviços executados atendem aos requisitos estabelecidos na regulamentação aplicável.",1,0.08
"Atuar junto ao Aeroclube Regional de Maringá, a fim de garantir que as instruções de voo sejam realizadas com estrita observância do previsto no MCA 58-3/2004, principalmente no tocante aos exercícios básicos de cada missão e ao nível de aprendizagem a atingir.",1,0.08
"Atuar junto ao administrador do Aeroporto de Ponta Grossa, a fim de que seja realizada uma adequação no sistema de drenagem do aeródromo, evitando que os drenos de escoamento de água fiquem expostos e se tornem obstáculos às aeronaves que venham a sair acidentalmente pela lateral da pista.",1,0.08
"Atuar junto ao Aeroclube de Londrina, a fim de revisar os intervalos entre voos de instrução e a consequente necessidade de revisões, visando assegurar-se de que os alunos tenham uma progressão adequada.",1,0.08
"Atuar junto ao Aeroclube de Bagé, a fim de reforçar a obrigatoriedade e a importância de comunicar imediatamente a ocorrência aeronáutica ao Comando Investigador (CENIPA/SERIPA) de acordo com as normas em vigor.",1,0.08
"Atuar junto a BHS Brazilian Helicopter Services Taxi Aéreo S.A., a fim de que aquele operador reavalie a adequabilidade de seus Manuais de Operação e de Gerenciamento de Segurança Operacional, sobretudo no que diz respeito aos procedimentos e cuidados necessários para a operação segura em helideques instalados em embarcações ou em plataformas marítimas.",1,0.08
"Atuar junto a SENASP, em atividades visando à divulgação, treinamento, formação de cultura aeronáutica e definição de procedimentos dos operadores aéreos policiais e de Defesa Civil.",1,0.08
"Atuar junto ? organiza??o de manutenção Nacional manutenção de Aeronaves Ltda., a fim de que essa institui??o demonstre que possui e aplica todos os recursos necess?rios ? adequada presta??o de serviços de manutenção e escritura??o das aeronaves CESSNA AIRCRAFT, modelo 172B, conforme preconiza a legisla??o em vigor, os respectivos manuais t?cnicos e a Lista de Capacidades da empresa.",1,0.08
"Atuar junto ? empresa TáXI Aéreo H?RCULES LTDA, com a finalidade de assegurar a conformidade desta no tocante ? implantação e aplicação dos preceitos de Gerenciamento de Recursos de Equipe (Corporate Resource Manegement -CRM), constante na IAC 060-1002A, de 14ABR2005, por parte de todo o pessoal envolvido na atividade aérea da empresa.",1,0.08
"Atuar junto ? empresa Terminais Aéreos de Maring? - SBMG S/A, a fim de que aquele operador aprimore seu programa de monitoramento e manutenção do pavimento asf?ltico, com vistas a manter a infraestrutura aeroportu?ria sob sua responsabilidade em condi??es operacionais e a garantir a Segurança das operações aéreas durante a execução de obra ou serviço de manutenção na ?rea operacional.",1,0.08
"Atuar junto ? SERRANA aviação Agrícola LTDA, a fim de reavaliar a adequabilidade do Manual do Gerenciamento da Segurança Operacional (MGSO) daquele operador, sobretudo no que diz respeito aos mecanismos de gerenciamento do risco e ao processo de planejamento de voo adotado pela empresa quando operando em pistas de pouso eventual.",1,0.08
"Atuar junto ? Prefeitura Municipal de Formosa, a fim de que aquele operador de aeródromo analise a viabilidade de instalar tampas no dreno de escoamento de água de chuva localizado próximo e paralelo ? pista, evitando-se assim poss?veis danos, ou agravamento dos danos, ?s aeronaves que venham a experimentar uma excurSão de pista.",1,0.08
"Atuar junto ? Embraer, a fim de que aquele fabricante realize a reviSão dos Manuais de operação das Aeronaves modelos EMB-200, EMB-200A, EMB-201, EMB-201A, EMB-202 e EMB-202A, com vistas ? inser??o das orientações contidas no Boletim de Informação (BI) n? 200-028-0022 da Embraer, de 21JUN2018, o qual recomenda que a bomba el?trica auxiliar de combust?vel permane?a ligada durante todas as fases de voo.",1,0.08
"Atuar junto ? Ceal aviação Agrícola Ltda., a fim de que aquele operador aprimore o Sistema de Gerenciamento de Segurança Operacional (SGSO) adotado pela empresa, sobretudo no que diz respeito aos mecanismos de planejamento de voo e de superviSão gerencial das operações aeroAgrícolas.",1,0.08
"Atuar junto ? Brasil Vida Taxi Aéreo LTDA., a fim de verificar a adequabilidade do Sistema de Gerenciamento da Segurança Operacional adotado por esse operador, sobretudo no que diz respeito aos métodos de superviSão gerencial utilizados pela empresa.",1,0.08
"Atuar junto ? Aerotur TáXI Aéreo Ltda. - EPP, a fim de que aquele operador aperfei?oe seus mecanismos administrativos e operacionais de recebimento e verifica??o dos serviços de manutenção, executados em suas aeronaves, como forma de prevenir ocorrências aeronáuticas.",1,0.08
"Atuar em parceria com a Boeing Company para certificar-se de que, considerando os eventos observados no incidente grave em tela e o nível de risco avaliado como Classe II, a probabilidade de ocorrência dessa falha tenha se mantido menor que 1x10-7 (uma falha em 10 milhões de horas de voo).",1,0.08
"Atuar em conjunto com o fabricante do inversor, a AVIONIC INSTRUMENTS LLC, e com ofabricante da aeronave, a AEROSPATIALE AND ALENIA, a fim de verificar se houve outrasocorrências de mesma natureza anteriormente, com o intuito de melhorar a qualidade doinversor estático, modelo 1G500-1A-2573.",1,0.08
"Atuar em conjunto com a Oceanair Linhas Aéreas S.A. (Avianca), a fim de que o operador assegure a divulgação de informações relevantes acerca da situação de recuperação judicial vivenciada, por meio dos canais de comunicação interna da empresa, buscando a estabilização do clima organizacional e, consequentemente, a manutenção dos níveis aceitáveis de segurança operacional.",1,0.08
"Atuar  junto  à  Aero  Agrícola  Santos  Dumont  Ltda.  no  sentido  de  tornar  efetiva  a participação  do  GSO  da  empresa  para  a  segurança  das  operações,  o  qual  deverá:  criar procedimentos   formais   para   troca   de   informações   entre   os   pilotos;   incentivar   o preenchimento e a divulgação de RELPREV; realizar o gerenciamento de risco dos voos; realizar  reuniões  periódicas  sobre segurança  de  voo,  ressaltando  a  importância  de observar as limitações de cada aeronave da empresa e as consequências da indisciplina de voo.",1,0.08
"Atuar junto a Paramazônia Taxi Aéreo LTDA., a fim de reavaliar a adequabilidade do Manual de Gerenciamento da Segurança Operacional (MGSO) e do Manual de Procedimentos Operacionais Padronizados (SOP) adotados por tal operador e de verificar se as instruções contidas nos referidos documentos estão sendo cumpridas pelas tripulações da empresa.",1,0.08
Atuar junto ao Aeroclube de Ponta Grossa de modo a aperfeiçoar seus procedimentos relativos à liberação das aeronaves após as inspeções.,1,0.08
"Atualizar o site da ANAC, removendo a Diretriz de Aeronavegabilidade de Emergência - DAE 2001-11-01 FOKKER emenda 39-290 com data de efetividade a partir de 08 novembro de 2001, por já ter sido superada por outra mais atualizada.",1,0.08
"Assegurar-se, junto ao operador de aeródromo de SBTE, que este adote as medidas necessárias para a recuperação das condições da pista de pouso e decolagem, com a maior brevidade possível, particularmente no que se refere à sua cobertura asfáltica.",1,0.08
"ATUAR JUNTO à EMPRESA AEROAGRíCOLA SUREñA, A FIM DE QUE AQUELE OPERADOR APERFEIçOE SEUS MECANISMOS ADMINISTRATIVOS E OPERACIONAIS DE RECEBIMENTO E VERIFICAçãO DOS SERVIçOS DE MANUTENçãO EXECUTADOS EM SUAS AERONAVES, COMO FORMA DE PREVENIR OCORRêNCIAS AERONáUTICAS.",1,0.08
"Assegurar-se dos adequados métodos de Supervisão e Planejamento Gerencial adotados pelo Aeroclube de Pernambuco, no âmbito técnico e operacional, no que se refere ao controle efetivo da disponibilidade de suas aeronaves para o voo, em face dos problemas de manutenção.",1,0.08
"Assegurar-se de que os critérios adotados para a concessão de autorizações especiais, com a finalidade da realização de serviços que não constam nas Especificações Operativas (EO) de uma determinada Organização de Manutenção (OM), sejam suficientemente adequados para garantir a sua plena execução.",1,0.08
Assegurar-se de que os conhecimentos referentes aos fenômenos meteorológicos e suas implicações na condução segura dos voos são adequadamente transmitidos nos cursos aprovados por esta agência.,1,0.08
"Assegurar-se de que as oficinas de manutenção responsáveis pelos procedimentos de manutenção nos motores Continental, modelo C85-8F, com ênfase para a oficina do Aeroclube de Bragança Paulista, estão efetuando as revisões conforme o previsto no manual que as descreve, notadamente no que se refere aos cuidados com o manuseio dos virabrequins quando da sua instalação e remoção dos referidos motores, de forma a impedir a formação de riscos superficiais e/ou amassamentos nessas peças.",1,0.08
"Assegurar-se de que as informações sobre as condições do aeródromo, relacionadas a alterações que possam afetar a segurança das operações, sejam retransmitidas com tempo suficiente para que os tripulantes as utilizem devidamente.",1,0.08
"Assegurar-se de que a construção e a operação dos CTA atendam às instruções contidas na ABNT NBR 13310, notadamente, no que se refere à instalação do manômetro de pressão diferencial ou de outro meio que permita a leitura direta desse parâmetro.",1,0.08
"Assegurar-se de que a TROPIC AIR TAXI AEREO LTDA adota medidas adequadas de manutenção do sistema do trem de pouso da sua aeronave modelo EMB 721C, particularmente, no que se refere à lubrificação dos elementos de articulação e travamento, tendo em vista as sucessivas operações de lavagem daqueles componentes e as características do ambiente em que transcorrem as operações da aeronave.",1,0.08
Assegurar-se da utilização de oficinas certificadas pela ANAC para realizar os serviços de manutenção em sua aeronave.,1,0.08
Assegurar-se da existência de mecanismos de supervisão das atividades dos pilotos da empresa Taxi Aéreo Marília quando envolvidos na prestação de serviços para operadores privados.,1,0.08
Assegurar que as Organizações de Manutenção certificadas para realização de serviços nos governadores de hélice fabricados pela antiga Woodward atuem em conformidade com as mais recentes publicações disponibilizadas.,1,0.08
Aprofundar estudos junto à Autoridade Primária de Certificação do motor Rolls-Royce Tay 650-15 a fim de identificar a origem da corrosão a quente ocorrida nas palhetas estatoras do primeiro estágio da turbina de baixa pressão.,1,0.08
"Aprimorar os mecanismos de fiscalização, de modo a assegurar a aderência do operador ao programa de manutenção estabelecido pelo fabricante da aeronave.",1,0.08
"Aperfeiçoar os mecanismos de supervisão relacionados às escolas de pilotagem e aos aeroclubes, de modo a assegurar o adequado registro da instrução ministrada, bem como a correta aplicação do conteúdo dos manuais dos cursos de PPH e PCH, principalmente no que se refere aos seguintes temas: limitação das aeronaves# peso e balanceamento# procedimentos normais e de emergência# padronização# briefing e debriefing.",1,0.08
"Analisar, junto à UAP da Secretaria de Segurança Pública e Defesa Social do Estado do Ceará, a adequação dos instrumentos utilizados para a avaliação de desempenho dos copilotos, notadamente, na operação dos sistemas de navegação das aeronaves.",1,0.08
"Analisar se os processos de identificação de perigo e de avaliação e controle de risco previstos no MGSO do GOA/CBMERJ estabelecem medidas que assegurem a mitigação do risco nos casos de operações sobre o mar, em aeronaves que não possuem sistemas de flutuação.",1,0.08
Analisar  a  pertinência  de  incluir  no  ROTAER  a  informação  da  presença  de  rede elétrica localizada próxima à cabeceira 33 da pista de SDVI.,1,0.08
"Assegurar-se de que os processos para execução de overhaul realizados pela Heringer Táxi-Aéreo, previstos para os atuadores PN 50-820208-5 são, rigorosamente, cumpridos conforme determinado pelo fabricante, uma vez que o mesmo falhou com CSO de, apenas, 183 ciclos.",1,0.08
"Analisar, em coordenação com o operador aeroportuário de SBSV, a necessidade de modificar o Modelo Operacional da TWR-SV, revisando as informações sobre utilização da taxiway J3, J2 e J4 pelas aeronaves categoria C ou superiores.",1,0.08
"Alertar os inspetores de manutenção quanto à especial atenção nos serviços relacionados à limpeza de tanques, filtros e linhas de combustível, quanto à contaminação de sujidades e à presença de água, atentando para o fato de que o clima da região amazônica propicia um maior acúmulo de água com contaminantes corrosivos.",1,0.08
"Analisar os resultados de estudos acadêmicos produzidos, no sentido de buscar soluções efetivas para mitigar o número de ocorrências nas atividades aeroagrícolas envolvendo colisão com obstáculos.",1,0.08
"Analisar estatisticamente as falhas de funcionamento de ELT em acidentes, a fim de verificar a necessidade de adoção de medidas corretivas.",1,0.08
"Analisar a viabilidade de solicitar à Petrobras a realização de estudo do ambiente eólico sobre o helideck da P-37 e demais plataformas com características similares às da P-37, conforme disposto nas observações do item 0202 da NORMAM--27/DPC.",1,0.08
Analisar a viabilidade de emitir uma Diretriz de Aeronavegabilidade baseada nos procedimentos descritos nos R66 SERVICE BULLETIN SB-16 e R66 SERVICE BULLETIN SB 17 da Robinson Helicopter Company.,1,0.08
"Analisar a possibilidade de traduzir a adaptar, para a realidade da aviação civil brasileira, os textos dos handbooks e manuais publicados e disponibilizados pela FAA na sua página eletrônica, no endereço https://www.faa.gov/regulations policies/handbooksmanuals/.",1,0.08
"Analisar a possibilidade de restringir a operação na REH Boa Vista ao período diurno, com a finalidade de evitar a possibilidade de entrada inadvertida IMC, devido às características meteorológicas e geográficas da região, e a consequente desorientação da navegação em área montanhosa.",1,0.08
"Analisar a possibilidade de reinserir na ICA 100-12, e nos demais documentos que versam sobre Fraseologia de Tráfego Aéreo, a obrigatoriedade de os pilotos, quando na aproximação final, informarem ao órgão ATS pertinente a situação do trem de pouso, a fim de evitar que aeronaves toquem na pista com o trem de pouso recolhido devido ao esquecimento dos tripulantes.",1,0.08
"Analisar a possibilidade de publicar orientações mais claras sobre os itens a serem avaliados ou procedimentos a serem observados na inspeção para avaliação da condição segura de voo da aeronave, em especial quando a mesma deveria ter passado por um processo de estocagem, com o objetivo de mitigar situações inseguras decorrentes do processo de solicitação de emissão da Autorização Especial de Voo (AEV).",1,0.08
"Analisar a possibilidade de atualizar o MCA 58-17 -Manual de Curso de Piloto Agrícola, a fim de enfatizar os temas afetos à aerodinâmica e à teoria devoo e suas relações com a ocorrência do estol assimétrico em curvas de reversão.",1,0.08
"Analisar a pertinência quanto ao aperfeiçoamento da redação do texto contido no item a seguir, da ICA 100-37 - Serviço de Tráfego Aéreo, a fim de clarificar o entendimento do seu conteúdo: 6.28.3.6 As instruções de controle de tráfego aéreo a serem emitidas após a decolagem.",1,0.08
"Analisar a pertinência de revisar a IS nº 137.201-001, a fim de verificar a viabilidade de substituição do termo recomendações (item 5.7) por outro que dê caráter mandatório aos procedimentos descritos.",1,0.08
"Analisar a pertinência de atualizar a Diretriz de Aeronavegabilidade (DA) 98-01-01, tomando como base a Airworthiness Directives (AD) FAA 2005-13-16 e o Service Bulletin da Piper Nº 1123C, de 30MAIO2013, uma vez que as aeronaves EMB-810D foram fabricadas utilizando-se o projeto das aeronaves Piper PA-34.",1,0.08
Analisar a pertinência da inclusão do uso de luvas de voo e macacão antichamas como Equipamentos de Proteção Individual no item 209 do RBAC 137.,1,0.08
"Analisar a efetividade das comunicações rádio em torno do Aeroporto de Teresina, considerando um raio de até 100 NM, dispensando especial atenção aos níveis mais utilizados para a realização dos vôos em condições visuais (VFR) naquela região, com o foco nas freqüências: TWR Teresina (118.80), APP Teresina (119.6) e ACC Recife (125.15 e 135.25).",1,0.08
"Analisar o manual de manutenção das aeronaves PA-28R 201, no que se refere à inspeção do conjunto do cabo de comando do manete de potência do motor, a fim de avaliar a necessidade de propor ao fabricante requisitos adicionais para a inspeção do conjunto do cabo supracitado, que não estejam limitados ao seu aparente estado de conservação e funcionalidade.",1,0.08
"Analisar a conveniência da instalação de linhas de telefone nas Torres de Controle, destinadas exclusivamente para casos de emergência das aeronaves em voo, e divulgá-las nas Publicações Aeronáuticas.",1,0.08
"Alertar às oficinas de aviação homologadas para a manutenção de aeronaves R22 a verificação da fixação da haste de controle da mistura do carburador, por ocasião da próxima inspeção de 100 horas.",1,0.08
"Adotar mecanismo para divulgação dos ensinamentos colhidos na ocorrência aos operadores de aeronave 208B, alertando para a observância dos procedimentos normais e de emergência em decolagens.",1,0.08
"Analisar junto à Divisão de Aviação Agrícola do MAPA a viabilidade de criar aplicativo eletrônico com informações sobre empresas autorizadas e aeronaves aptas a prestar serviços aeroagrícolas, nos moldes do app VOE SEGURO, objetivando disponibilizar aos produtores rurais e aos auditores fiscais federais agropecuários do MAPA as informações necessárias para mitigar a prestação de serviços aeroagrícolas por parte de operadores não autorizados.",1,0.08
"Alertar as empresas de manutenção em motores Textron Lycoming existentes em sua área de jurisdição, quanto à importância da supervisão dos serviços e da necessidade de executar a montagem dos contrapesos do eixo de manivela de acordo com o previsto na Service Instruction nº. 1012F.",1,0.08
"Adotar mecanismos, por se tratar de ano eleitoral, visando orientar os gestores e pilotos que atuam nas empresas regidas pelo RBHA 135, quanto aos cuidados necessários para uma operação segura nos aeródromos utilizados pela Aviação Geral, alertando-os sobre os riscos potenciais decorrentes da precária infra-estrutura presente em alguns desses aeródromos.",1,0.08
"Adotar mecanismos para divulgação dos ensinamentos colhidos na presente investigação aos operadores da aviação geral, alertando quanto aos riscos decorrentes de deficiência de serviços de manutenção.",1,0.08
Adotar mecanismos para a normatização da sinalização de advertência em todas as linhas aéreas de transmissão de energia elétrica que possam trazer riscos à atividade aérea.,1,0.08
"Adotar mecanismos para a divulgação deste relatório aos operadores de aeronaves que operam segundo o RBHA 91, alertando sobre a necessidade da realização de treinamentos periódicos e da priorização da segurança operacional em detrimento de outros fatores intervenientes.",1,0.08
"Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação, alertando quanto aos riscos decorrentes da não observação dos perfis dos procedimentos de descida.",1,0.08
"Atualizar o modelo da ficha de avaliação de desempenho contida no MMA 58-16, 01/07/1992, inserindo os seguintes campos: níveis de aprendizagem, código da missão, grau e comentários do coordenador da instrução, entre outros.",1,0.08
"Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores e oficinas de manutenção, alertando quanto aos riscos decorrentes da não observação dos procedimentos de manutenção e supervisão.",1,0.08
"Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores de táxi-aéreo, alertando quanto aos riscos decorrentes da não observação dos procedimentos de manutenção preventiva recomendados pelos fabricantes.",1,0.08
"Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores de reboque de faixas, alertando quanto aos riscos decorrentes da não observação dos manuais de voo e dos procedimentos específicos para o tipo de operação.",1,0.08
"Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores de helicóptero, alertando quanto aos riscos decorrentes da não observação dos aspectos relativos ao peso e balanceamento da aeronave, às condições atmosféricas, direção e intensidade do vento, legislação aeronáutica e experiência dos pilotos.",1,0.08
"Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores de Táxi-Aéreo, alertando quanto aos riscos decorrentes da não observação dos procedimentos de manutenção previstos pelo fabricante.",1,0.08
"Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores de Táxi-Aéreo e Oficinas de Manutenção, alertando quanto aos riscos decorrentes da não observação dos manuais de manutenção dos fabricantes e da ficha de recebimento de aeronaves após inspeção.",1,0.08
"Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores de Táxi Aéreo, alertando quanto aos riscos decorrentes da não realização de um planejamento adequado antes de cada voo.",1,0.08
"Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores de Táxi Aéreo, alertando quanto aos riscos decorrentes da não observação de um programa de seleção e treinamento adequado aos tripulantes, bem como da obediência aos limites operacionais das aeronaves.",1,0.08
"Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores de táxi-aéreo, alertando quanto aos riscos decorrentes da não observação dos procedimentos normais de operação da aeronave.",1,0.08
"Adotar procedimentos de inspeção pré-vôo por técnicos da empresa, antes da entrega de uma aeronave que tenha permanecido por longo período (a definir) fora de operação.",1,0.08
"Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores da Aviação Geral e Táxi-Aéreo, alertando-os quanto aos riscos decorrentes da não observação dos procedimentos previstos no Manual de Voo da Aeronave.",1,0.08
"Adotar mecanismo para a divulgação deste relatório aos operadores de aeronaves que operam segundo o RBHA 91, alertando-os para a necessidade de seguir a sequência de procedimentos estabelecida para a operação das aeronaves.",1,0.08
"Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores aeroagrícolas, alertando quanto aos riscos decorrentes da não observação dos procedimentos operacionais da aeronave.",1,0.08
"Adotar mecanismo para a divulgação deste Relatório Final aos operadores da Aviação Geral, alertando-os para a importância de serem considerados, no planejamento do voo, as condições de vento e os limites operacionais da aeronave.",1,0.08
"Acompanhar os dados de confiabilidade das pás do rotor de cauda do projeto da aeronave R22, de modo a avaliar a incidência de falhas do referido componente antes do TLV estabelecido.",1,0.08
Acompanhar os casos de panes em motores Lycoming O-235-L2C de modo a verificar a possibilidade de falhas no programa de manutenção estabelecido pelo fabricante.,1,0.08
"Acompanhar ocorrências envolvendo os motores Lycoming O-320-E3D que apresentaram possíveis perda de potência decorrente do uso de ar quente do carburador, de modo a verificar possibilidade de falha nos programas de treinamento e a adoção de ações de promoção da segurança operacional.",1,0.08
"Acompanhar junto à autoridade primária de certificação do motor o estudo de projeto do fabricante para remover o anel de vedação, visando aumentar a possibilidade de detectar uma instalação inadequada de bicos injetores antes do retorno do motor ao serviço.",1,0.08
"Acompanhar a pesquisa realizada pela Pratt & Whitney Canada (P&WC), a fim de verificar a necessidade de emissão de ações corretivas, visando assegurar-se do atendimentoadequado dos requisitos de aeronavegabilidade aplicáveis.",1,0.08
"Acompanhar a execução dos programas de treinamento dos operadores de L 410, de maneira a assegurar que o treinamento inicial e recorrente da emergência Engine Failure During Take-off - Above V1, atenda, no mínimo, o estabelecido no Programa de Treinamento do fabricante (L 410 Aircraft Pilot Type Training Program), item 5, páginas 13 e 14.",1,0.08
"Acompanhar a análise do rolamento avariado, visando verificar a necessidade de emissão de Diretriz de Aeronavegabilidade junto à Autoridade Primária de Certificação do motor.",1,0.08
"AVALIAR, EM CONJUNTO COM O FABRICANTE DOS MOTORES IAE V2527-A5, SE TODAS AS AçõES PREVISTAS PARA A MANUTENçãO DA VIDA EM SERVIçO DOS ANNULUS FILLERS INSTALADOS NESSES MOTORES, TAIS COMO VERIFICAçõES PERIóDICAS E ENSAIOS NãO DESTRUTIVOS, SãO SUFICIENTES PARA ASSEGURAR QUE NãO OCORRAM FALHAS ESTRUTURAIS NESSES COMPONENTES DURANTE A SUA OPERAçãO.",1,0.08
AVALIAR A VIABILIDADE DE IMPLANTAR MECANISMOS QUE PERMITAM AOS MéDICOS EXAMINADORES CREDENCIADOS POR ESSA AGêNCIA O ACESSO àS FICHAS DE INSPEçãO DE SAúDE ANTERIORES DOS CANDIDATOS à OBTENçãO/REVALIDAçãO DO CMA E NãO APENAS AO RESULTADO DA INSPEçãO ANTERIOR.,1,0.08
"AVALIAR A VIABILIDADE DE ESPECIFICAR OS REQUISITOS DE SAúDE FíSICA E MENTAL DAS FUNçõES COGNITIVAS NECESSáRIAS AOS PILOTOS DE CADA SEGMENTO DA AVIAçãO CIVIL, ESTABELECENDO OS MíNIMOS ACEITáVEIS PARA O EXERCíCIO DA ATIVIDADE, DE FORMA A REDUZIR AS DIVERGêNCIAS NAS AVALIAçõES PSICOFíSICAS.",1,0.08
